order_date,store,city,product,category,quantity,unit_price,discount,tax,total_sales,customer_type,payment_mode,channel,event_type
2023-06-26,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.79,6.14,3.16,34.81,Guest,Online,Square Online,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Army Stew (2 servings),K-Main,1,36.31,0.0,3.64,39.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Corn Cheese,Sides,1,11.77,0.0,1.18,12.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Army Stew (2 servings),K-Main,1,36.32,0.0,3.63,39.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.22,0.0,2.73,29.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Rice,Sides,2,3.64,0.0,0.73,8.0,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Chicken Radish,Sides,1,3.64,0.0,0.36,4.0,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,40.95,40.95,0.0,0.0,Guest,Online,Square Online,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Kimchi,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Beef Bulgogi Loaded Fries,Sides,1,17.23,0.0,1.72,18.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.22,0.0,3.73,40.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Japchae,K-Main,1,18.14,0.0,1.81,19.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.04,0.0,1.91,20.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Onion Rings,Sides,1,9.05,0.0,0.9,9.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,40.86,0.0,4.09,44.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.05,0.0,1.9,20.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.96,0.0,1.99,21.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,20.86,0.0,2.09,22.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Spicy Pork Belly,K-Main,1,24.49,0.0,2.46,26.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,23.59,0.0,2.36,25.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Rice,Sides,2,3.64,0.0,0.73,8.0,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Crushed Pear Juice,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Chicken Radish,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,BonBon Grape juice,Soft Drinks,1,4.5,0.0,0.0,4.5,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.95,0.0,2.0,21.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Original Ddeokbokki,K-Main,1,26.32,0.0,2.63,28.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Spicy Pork Belly,K-Main,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.23,0.0,2.72,29.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Sprite,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,21.77,0.0,2.18,23.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Fanta,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Beef Bulgogi Loaded Fries,Sides,1,17.23,0.0,1.72,18.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,27.23,0.0,2.72,29.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Beef Bulgogi,K-Main,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-26,TK Korean Restaurant,Mumbai,Coke,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Beef Bulgogi,K-Main,1,24.87,4.04,2.08,22.91,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Rose Ddeokbokki,K-Main,1,27.63,4.5,2.32,25.45,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Beef Bulgogi Loaded Fries,Sides,1,17.23,0.0,1.72,18.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,30.86,0.0,3.09,33.95,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.05,0.0,1.9,20.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Onion Rings,Sides,1,9.05,0.0,0.9,9.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,20.86,0.0,2.09,22.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,10.86,0.0,1.09,11.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Fanta,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,21.77,0.0,2.18,23.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,20.25,3.29,1.7,18.66,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Classic Chicken Burger,Burgers,1,13.64,0.0,1.36,15.0,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.04,0.0,1.91,20.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,23.59,0.0,2.36,25.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Coke Zero,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Beef Bulgogi,K-Main,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Rice,Sides,2,3.64,0.0,0.73,8.0,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Kimchi,Sides,1,3.64,0.0,0.36,4.0,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,21.77,0.0,2.18,23.95,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Bacon and Cheese fries,Sides,1,11.77,0.0,1.18,12.95,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Sweet Chilli Chicken Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Bingsu Flavours,Bingsu,1,16.32,0.0,1.63,17.95,Guest,Card,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,FREE Corn Cheese GoogleReview,Sides,1,0.0,0.0,0.0,0.0,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Soy Garlic Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Coke,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,22.1,3.59,1.85,20.36,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Bacon and Cheese fries,Sides,1,11.95,1.94,1.0,11.01,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Crushed Pear Juice,Soft Drinks,1,4.15,0.68,0.35,3.82,Guest,Online,Square Online,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Spicy Chilli Burger,Burgers,1,14.54,0.0,1.46,16.0,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Spicy Pork Belly,K-Main,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Rose Ddeokbokki,K-Main,1,27.23,0.0,2.72,29.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,40.86,0.0,4.09,44.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,16.32,0.0,1.63,17.95,Guest,Other,Register,Payment
2023-06-27,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.22,0.0,3.73,40.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,40.55,6.59,3.4,37.36,Guest,Online,Square Online,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,21.77,0.0,2.18,23.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Spicy Pork Belly,K-Main,1,24.5,0.0,2.45,26.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Coke,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Spicy Pork Belly,K-Main,1,24.5,0.0,2.45,26.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,2,30.4,9.89,5.1,56.01,Guest,Online,Square Online,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.34,1.19,0.61,6.76,Guest,Online,Square Online,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beef Bulgogi Loaded Fries,Sides,1,17.23,0.0,1.72,18.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,43.59,0.0,4.36,47.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Kimchi Pancake,K-Main,1,20.86,0.0,2.09,22.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Seafood Pancake,K-Main,1,20.86,0.0,2.09,22.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Chicken Radish,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beer Bottles,Alcohol,2,7.22,0.0,1.45,15.9,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.22,0.0,3.73,40.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beer Bottles,Alcohol,1,7.23,0.0,0.72,7.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beef Bulgogi Loaded Fries,Sides,1,17.23,0.0,1.72,18.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,10.0,0.0,1.0,11.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beef Short Ribs Stew (2 servings),K-Main,1,40.86,0.0,4.09,44.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Beef Bulgogi,K-Main,1,24.5,0.0,2.45,26.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Sapporo Tap Beer,Alcohol,1,9.05,0.0,0.9,9.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Bingsu Flavours,Bingsu,1,16.31,0.0,1.64,17.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,22.68,0.0,2.27,24.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Chilli Max Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.22,0.0,2.73,29.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Milkis,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,13.64,0.0,1.36,15.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,40.87,0.0,4.08,44.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Bacon and Cheese fries,Sides,1,11.77,0.0,1.18,12.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Coke Zero,Soft Drinks,2,4.09,0.0,0.82,9.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Army Stew (2 servings),K-Main,1,36.32,0.0,3.63,39.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Soy Garlic Burger,Burgers,1,14.54,0.0,1.46,16.0,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Hot Spicy Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,39.95,0.0,4.0,43.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,20.86,0.0,2.09,22.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Fried Vegetable Dumplings (10pcs),Sides,1,17.95,0.0,0.0,17.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,BonBon Grape juice,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.23,0.0,2.72,29.95,Guest,Card,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,BonBon Grape juice,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Original Ddeokbokki,K-Main,1,29.96,0.0,2.99,32.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Spicy Seafood Stew (2 servings),K-Main,1,39.04,0.0,3.91,42.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Coke Zero,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Kimchi Loaded Fries,Sides,1,16.32,0.0,1.63,17.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Kimchi Pancake,K-Main,1,20.87,0.0,2.08,22.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Corn Cheese,Sides,1,10.86,0.0,1.09,11.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,3,7.23,0.0,2.17,23.85,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Classic Chicken Burger,Burgers,1,13.64,0.0,1.36,15.0,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.04,0.0,1.91,20.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,40.86,0.0,4.09,44.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Army Stew (2 servings),K-Main,1,36.32,0.0,3.63,39.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,29.96,0.0,2.99,32.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Sprite,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,23.59,0.0,2.36,25.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Rose Ddeokbokki,K-Main,1,27.22,0.0,2.73,29.95,Guest,Other,Register,Payment
2023-06-28,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.05,0.0,1.9,20.95,Guest,Other,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,TK Bone-In Chicken,Chicken,1,40.55,6.6,3.4,37.35,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Kimchi Pancake,K-Main,1,21.18,3.44,1.77,19.51,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.79,6.14,3.16,34.81,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Classic Chicken Burger,Burgers,1,13.64,0.0,1.36,15.0,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.23,0.0,2.72,29.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Kimchi Burger,Burgers,1,16.0,0.0,0.0,16.0,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,OG Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Onion Rings,Sides,1,9.04,0.0,0.91,9.95,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.78,6.14,3.17,34.81,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Seafood Pancake,K-Main,1,21.18,3.44,1.77,19.51,Guest,Online,Square Online,Payment
2023-06-29,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,30.86,0.0,3.09,33.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Other,DoorDash,Payment
2023-06-29,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Fanta,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,22.68,0.0,2.27,24.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Army Stew (2 servings),K-Main,1,36.32,0.0,3.63,39.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,12pc Korean Fried Wings,Chicken,1,19.95,0.0,2.0,21.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,FREE Corn Cheese GoogleReview,Sides,1,0.0,0.0,0.0,0.0,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Coke,Soft Drinks,2,4.09,0.0,0.82,9.0,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Half Bone-In Chicken (8pcs),Chicken,1,21.77,0.0,2.18,23.95,Guest,Cash,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Beer Bottles,Alcohol,2,7.23,0.0,1.44,15.9,Guest,Cash,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,TK Boneless Chicken,Chicken,1,37.23,0.0,3.72,40.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,29.95,0.0,3.0,32.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Kimchi Loaded Fries,Sides,1,16.32,0.0,1.63,17.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Kimchi Burger,Burgers,1,16.0,0.0,0.0,16.0,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Texas Burger,Burgers,1,15.41,0.0,1.54,16.95,Guest,Cash,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,18.18,0.0,1.82,20.0,Guest,Cash,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Corn Cheese,Sides,1,10.86,0.0,1.09,11.95,Guest,Other,DoorDash,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Classic Chicken Burger,Burgers,1,13.64,0.0,1.36,15.0,Guest,Other,DoorDash,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Burger Meal,Burgers,1,19.05,0.0,1.9,20.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Shoestring Fries,Sides,1,7.23,0.0,0.72,7.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Coke,Soft Drinks,1,4.09,0.0,0.41,4.5,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Classic Chicken Burger,Burgers,1,13.64,0.0,1.36,15.0,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Beef Short Ribs Stew (2 servings),K-Main,1,40.86,0.0,4.09,44.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Rose Ddeokbokki,K-Main,1,27.23,0.0,2.72,29.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Rice,Sides,1,3.64,0.0,0.36,4.0,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,18.18,0.0,1.82,20.0,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Soy Garlic Burger,Burgers,1,14.55,0.0,1.45,16.0,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Corn Cheese,Sides,1,10.86,0.0,1.09,11.95,Guest,Other,Uber Eats,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Custom Amount,Custom Amount,1,0.91,0.0,0.09,1.0,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,18pc Korean Fried Wings,Chicken,1,27.23,0.0,2.72,29.95,Guest,Card,Register,Payment
2023-06-29,TK Korean Restaurant,Mumbai,Seafood Pancake,K-Main,1,20.86,0.0,2.09,22.95,Guest,Card,Register,Payment
